jobName	analysisMode	elapsedTime	maxMem	avgMem	technology	group
MB-DKFZ_ICGC_MB28_tumor-control	paired	1.40833333333333	2	1.2	101bp	paired_101bp
PACA-CA_PCSI_0173_tumor-control	paired	1.40833333333333	2	1.1	101bp	paired_101bp
KIRC-US_TCGA-BP-4968_tumor-control	paired	1.40833333333333	1.9	1	101bp	paired_101bp
MB-DKFZ_ICGC_MB205_tumor-control	paired	1.40833333333333	1.9	1.1	101bp	paired_101bp
MMML-DKFZ_4171586_tumor-control	paired	1.40666666666667	2.2	1.1	151bp_X10	paired_151bp_X10
NONCOM-DKFZ_XD018-4GGQFG_tumor-control	paired	1.40666666666667	2.1	1.1	151bp_X10	paired_151bp_X10
MB-DKFZ_MDT-AP-1211_tumor-control	paired	1.40666666666667	2	1.2	101bp	paired_101bp
PGBM-DKFZ_ICGC_GBM48_tumor-control	paired	1.40666666666667	2	1	101bp	paired_101bp
PGBM-DKFZ_ICGC_GBM98_tumor-control	paired	1.40666666666667	1.9	1.1	101bp	paired_101bp
MMML-DKFZ_4193278_tumor-control	paired	1.405	2.2	1.3	101bp	paired_101bp
PRAD-US_TCGA-G9-6336_tumor-control	paired	1.405	2.2	1.2	101bp	paired_101bp
MPNST2-DKFZ_XI086_T2680_tumor-control	paired	1.405	2	1.1	151bp_X10	paired_151bp_X10
MB-DKFZ_SJMB027_tumor-control	paired	1.405	1.9	1.1	101bp	paired_101bp
CLLE-ES_523_tumor-control	paired	1.40333333333333	2	1.1	101bp	paired_101bp
CLLE-ES_137_tumor-control	paired	1.40333333333333	1.9	1.1	101bp	paired_101bp
NB-DKFZ_XI003_20729_tumor-control	paired	1.40166666666667	2.3	1.3	151bp_X10	paired_151bp_X10
PDAC-DKFZ_K20K-TNGS1L_patient-derived-culture1-blood1	paired	1.40166666666667	2	1.1	151bp_X10	paired_151bp_X10
MB-DKFZ_MDT-AP-2307_tumor-control	paired	1.40166666666667	1.9	1.1	101bp	paired_101bp
MASTER-DKFZ_H021-RFH9U7_tumor07-buffy_coat	paired	1.4	2.6	1.4	151bp_X10	paired_151bp_X10
NB-DKFZ_XI003_STA-NB-2_tumor-control	paired	1.4	2.6	1.4	151bp_X10	paired_151bp_X10
MMML-DKFZ_4184094_tumor-control	paired	1.4	2.2	1.2	101bp	paired_101bp
OV-AU_AOCS-083_tumor-control	paired	1.4	2.1	1.1	101bp	paired_101bp
UCEC-US_TCGA-BS-A0TC_tumor-control	paired	1.4	2.1	1.3	101bp	paired_101bp
KIRC-US_TCGA-DV-5566_tumor-control	paired	1.4	1.9	1.2	101bp	paired_101bp
MB-DKFZ_MBRep_T40_tumor-control	paired	1.4	1.9	1.1	101bp	paired_101bp
MB-DKFZ_MBRep_T41_tumor-control	paired	1.4	1.9	1.2	101bp	paired_101bp
CMDI-UK_CGP_donor_1733896_2_tumor-control	paired	1.39833333333333	2.2	1.2	101bp	paired_101bp
PDAC-DKFZ_K20K-RM7UBB_patient-derived-culture1-blood1	paired	1.39833333333333	2.2	1.2	151bp_X10	paired_151bp_X10
LIRI-JP_RK067_tumor-control	paired	1.39833333333333	2.1	1	101bp	paired_101bp
CLLE-ES_306_tumor-control	paired	1.39833333333333	2	1.1	101bp	paired_101bp
GACA-CN_CGP_donor_GC00028_tumor-control	paired	1.39833333333333	1.9	1.1	101bp	paired_101bp
MASTER-DKFZ_H021-VRTGDW_tumor-buffy_coat02	paired	1.39666666666667	2.7	1.5	151bp_X10	paired_151bp_X10
LIRI-JP_RK195_tumor-control	paired	1.39666666666667	2.2	1.2	101bp	paired_101bp
MMML-DKFZ_4100636_tumor-control	paired	1.39666666666667	2.2	1.3	101bp	paired_101bp
CLLE-ES_16_tumor-control	paired	1.39666666666667	2	1.2	101bp	paired_101bp
CLLE-ES_63_tumor-control	paired	1.39666666666667	1.9	1	101bp	paired_101bp
MASTER-DKFZ_H021-NDTATK_tumor-buffy_coat	paired	1.395	2.8	1.6	151bp_X10	paired_151bp_X10
HNSC-US_TCGA-CV-7100_tumor-control	paired	1.395	2.4	1.4	101bp	paired_101bp
PDAC-DKFZ_K20K-ASCRUX_patient-derived-culture3-blood1	paired	1.395	2.2	1.2	151bp_X10	paired_151bp_X10
PAEN-AU_ITNET-1293_tumor-control	paired	1.395	2	1.1	101bp	paired_101bp
KIRC-US_TCGA-CJ-5682_tumor-control	paired	1.395	1.9	1.1	101bp	paired_101bp
PDAC-DKFZ_K20K-FSLPGS_tumor1-control1	paired	1.39333333333333	2.3	1.2	151bp_X10	paired_151bp_X10
NONCOM-DKFZ_XD018-9PBCL5_tumor-control	paired	1.39333333333333	2.2	1.2	151bp_X10	paired_151bp_X10
PDAC-DKFZ_K20K-5H9SFZ_patient-derived-culture3-blood1	paired	1.39333333333333	2.1	1.1	151bp_X10	paired_151bp_X10
EOPC-DE_EOPC-028_2_tumor-control	paired	1.39333333333333	2	1	101bp	paired_101bp
MB-DKFZ_MDT-AP-1208_tumor-control	paired	1.39333333333333	2	1.1	101bp	paired_101bp
MB-DKFZ_ICGC_MB139_tumor-control	paired	1.39333333333333	1.9	1.1	101bp	paired_101bp
EOPC-DE_EOPC-027_2_tumor-control	paired	1.39166666666667	2.1	1.2	101bp	paired_101bp
PACA-AU_ICGC_0326_tumor-control	paired	1.39166666666667	2	1	101bp	paired_101bp
PDAC-DKFZ_K20K-RM7UBB_patient-derived-culture2-blood1	paired	1.39	2.3	1.3	151bp_X10	paired_151bp_X10
KIRC-US_TCGA-B2-4101_tumor-control	paired	1.39	2.1	1.1	101bp	paired_101bp
MB-DKFZ_ICGC_MB264_tumor-control	paired	1.39	1.9	1.2	101bp	paired_101bp
MMML-DKFZ_4174742_tumor-control	paired	1.39	1.9	1.1	101bp	paired_101bp
MMML-DKFZ_4144131_tumor-control	paired	1.38833333333333	2.2	1.1	101bp	paired_101bp
LIRI-JP_RK256_tumor-control	paired	1.38833333333333	2	1.1	101bp	paired_101bp
MB-DKFZ_MDT-AP-3021_tumor-control	paired	1.38833333333333	2	1.2	101bp	paired_101bp
MPNST2-DKFZ_XI086_T1361_tumor-control	paired	1.38666666666667	2.2	1.2	151bp_X10	paired_151bp_X10
LAML-US_TCGA-AB-2906_tumor-control	paired	1.38666666666667	2	1.1	101bp	paired_101bp
PA-DKFZ_ICGC_PA95_tumor-control	paired	1.38666666666667	1.9	1.2	101bp	paired_101bp
PDAC-DKFZ_K20K-5Z5A3K_patient-derived-culture1-blood1	paired	1.385	2.3	1.3	151bp_X10	paired_151bp_X10
LIRI-JP_RK077_tumor-control	paired	1.385	2.2	1.2	101bp	paired_101bp
LIRI-JP_RK198_tumor-control	paired	1.385	2.1	1.2	101bp	paired_101bp
NONCOM-DKFZ_XI070_XD018-C4NHXE_tumor-control	paired	1.385	2.1	1.1	151bp_X10	paired_151bp_X10
NONCOM-DKFZ_XI070_XD018-CS25WR_tumor-control	paired	1.385	2.1	1.2	151bp_X10	paired_151bp_X10
EOPC-DKFZ_ICGC_PCA098_tumor_01-control	paired	1.385	2	1	101bp	paired_101bp
MB-DKFZ_ICGC_MB63_tumor-control	paired	1.385	2	1.2	101bp	paired_101bp
MMML-DKFZ_4183924_tumor-control	paired	1.385	2	1.2	101bp	paired_101bp
MMML-DKFZ_4137230_tumor-control	paired	1.385	1.9	1.1	151bp_X10	paired_151bp_X10
PDAC-DKFZ_K20K-YYHP4P_tumor1-control1	paired	1.38333333333333	2.3	1.4	151bp_X10	paired_151bp_X10
GACA-CN_CGP_donor_GC00039_tumor-control	paired	1.38333333333333	2	1.1	101bp	paired_101bp
MMML-DKFZ_4184437_tumor-control	paired	1.38333333333333	2	0.95703125	151bp_X10	paired_151bp_X10
COAD-US_TCGA-AA-3664_tumor-control	paired	1.38333333333333	1.9	1	101bp	paired_101bp
MB-DKFZ_ICGC_MB233_tumor-control	paired	1.38333333333333	1.9	1.1	101bp	paired_101bp
MASTER-DKFZ_H021-1MA1EB_tumor-buffy_coat	paired	1.38166666666667	2.5	1.4	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-XUB8YC_metastasis03-buffy_coat23	paired	1.38166666666667	2.4	1.3	151bp_X10	paired_151bp_X10
PDAC-DKFZ_K20K-JGMZ49_patient-derived-culture6-blood1	paired	1.38166666666667	2.2	1.2	151bp_X10	paired_151bp_X10
LUAD-US_TCGA-55-6986_tumor-control	paired	1.38166666666667	2.1	1.3	101bp	paired_101bp
NONCOM-DKFZ_XD018-S66UFU_tumor-control	paired	1.38166666666667	2.1	1.1	151bp_X10	paired_151bp_X10
OV-AU_AOCS-159_tumor-control	paired	1.38166666666667	2	1	101bp	paired_101bp
MB-DKFZ_SJMB008_tumor-control	paired	1.38	2.1	1	101bp	paired_101bp
MPNST2-DKFZ_XI086_T1507_tumor-control	paired	1.38	2.1	1.2	151bp_X10	paired_151bp_X10
LIRI-JP_RK037_tumor-control	paired	1.38	2	1.1	101bp	paired_101bp
MB-DKFZ_SJMB026_tumor-control	paired	1.38	2	0.9462890625	101bp	paired_101bp
NONCOM-DKFZ_XD018-WV49Q1_tumor-control	paired	1.38	2	0.8203125	151bp_X10	paired_151bp_X10
EOPC-DKFZ_ICGC_PCA103_tumor_01-control	paired	1.38	1.9	1.1	101bp	paired_101bp
MMML-DKFZ_4151471_tumor-control	paired	1.38	1.9	1	151bp_X10	paired_151bp_X10
RECA-DKFZ_K03K-M37S_tumor1-blood1	paired	1.37833333333333	2.7	1.5	151bp_X10	paired_151bp_X10
EPN-DKFZ_XI049_11EP6_tumor-blood	paired	1.37833333333333	2.2	1.2	151bp_X10	paired_151bp_X10
EOPC-DKFZ_ICGC_PCA102_tumor_01-control	paired	1.37833333333333	2.1	1	151bp_X10	paired_151bp_X10
CLLE-ES_776_tumor-control	paired	1.37833333333333	2	1.1	101bp	paired_101bp
CLLE-ES_467_tumor-control	paired	1.37833333333333	1.9	1.1	101bp	paired_101bp
PACA-CA_PCSI_0146_tumor-control	paired	1.37666666666667	2.1	1.1	101bp	paired_101bp
MB-DKFZ_ICGC_MB35_tumor-control	paired	1.37666666666667	2	1.1	101bp	paired_101bp
MMML-DKFZ_4158483_tumor-control	paired	1.37666666666667	2	1.1	101bp	paired_101bp
MB-DKFZ_ICGC_MB214_tumor-control	paired	1.37666666666667	1.9	1.1	101bp	paired_101bp
MB-DKFZ_ICGC_MB217_tumor-control	paired	1.37666666666667	1.9	1.2	101bp	paired_101bp
PA-DKFZ_ICGC_PA144_tumor-control	paired	1.37666666666667	1.9	1	101bp	paired_101bp
PNET-DKFZ_ICGC_PNET05_tumor-control	paired	1.37666666666667	1.8	1.1	101bp	paired_101bp
MMML-DKFZ_4177856_tumor-control	paired	1.375	2.2	1.3	101bp	paired_101bp
MELA-AU_MELA-0011_tumor-control	paired	1.375	2.1	1.1	101bp	paired_101bp
OV-AU_AOCS-085_tumor-control	paired	1.375	2.1	1.2	101bp	paired_101bp
LIRI-JP_RK020_tumor-control	paired	1.375	2	1	101bp	paired_101bp
COAD-DKFZ_H032-8UZO_tumor-control	paired	1.375	1.9	0.9921875	101bp	paired_101bp
COAD-US_TCGA-AA-3994_tumor-control	paired	1.375	1.9	1	101bp	paired_101bp
LIRI-JP_RK261_2_tumor-control	paired	1.37333333333333	2.1	1.2	101bp	paired_101bp
MMML-DKFZ_4160468_tumor-control	paired	1.37333333333333	2.1	1.2	101bp	paired_101bp
MMML-DKFZ_4177842_tumor-control	paired	1.37333333333333	2.1	1.2	151bp_X10	paired_151bp_X10
PDAC-DKFZ_K20K-ASCRUX_patient-derived-culture1-blood1	paired	1.37333333333333	2.1	1.1	151bp_X10	paired_151bp_X10
PACA-AU_ICGC_0066_tumor-control	paired	1.37333333333333	2	1.2	101bp	paired_101bp
KIRC-US_TCGA-BP-5168_tumor-control	paired	1.37333333333333	1.9	1.1	101bp	paired_101bp
MB-DKFZ_ICGC_MB34_tumor-control	paired	1.37333333333333	1.9	1	101bp	paired_101bp
PCNSL-DKFZ_H050-UWUJ_tumor-blood	paired	1.37333333333333	1.9	1.2	101bp	paired_101bp
MB-DKFZ_ICGC_MB141_tumor-control	paired	1.37166666666667	1.9	1.1	101bp	paired_101bp
MASTER-DKFZ_H021-7D43_tumor-control	paired	1.37	2.7	1.4	151bp_X10	paired_151bp_X10
MMML-DKFZ_4176133_tumor-control	paired	1.37	2.3	1.3	101bp	paired_101bp
PDAC-DKFZ_K20K-KT1F3F_patient-derived-culture1-blood1	paired	1.37	2.2	1.1	151bp_X10	paired_151bp_X10
MB-DKFZ_ICGC_MB204_tumor-control	paired	1.37	2	1	101bp	paired_101bp
MB-DKFZ_MDT-AP-3417_tumor-control	paired	1.37	2	1.2	101bp	paired_101bp
MB-DKFZ_MDT-AP-3431_tumor-control	paired	1.37	2	1.2	101bp	paired_101bp
UCEC-US_TCGA-D1-A16G_tumor-control	paired	1.37	2	1.1	101bp	paired_101bp
MMML-DKFZ_4199848_tumor-control	paired	1.36833333333333	2.2	1.2	101bp	paired_101bp
GCTB-DKFZ_XI041_06_tumor-control	paired	1.36833333333333	2	1.3	151bp_X10	paired_151bp_X10
MB-DKFZ_ICGC_MB269_tumor-control	paired	1.36833333333333	1.9	1.1	101bp	paired_101bp
NONCOM-DKFZ_XD018-NHPEM3_tumor-control	paired	1.36666666666667	2.2	1.2	151bp_X10	paired_151bp_X10
LIRI-JP_RK278_tumor-control	paired	1.36666666666667	2.1	1.2	101bp	paired_101bp
MPNST2-DKFZ_XI086_T2714_tumor-control	paired	1.36666666666667	2.1	1	151bp_X10	paired_151bp_X10
MB-DKFZ_ICGC_MB256_tumor-control	paired	1.36666666666667	2	1.1	101bp	paired_101bp
MB-DKFZ_ICGC_MB45_tumor-control	paired	1.36666666666667	1.9	1.1	101bp	paired_101bp
NONCOM-DKFZ_XD018-E19GF3_tumor-control	paired	1.36666666666667	1.9	0.97265625	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-NUVEYH_tumor-buffy_coat	paired	1.365	2.8	1.4	151bp_X10	paired_151bp_X10
ESAD-UK_OCCAMS-PS-015_tumor-control	paired	1.365	1.9	1.2	101bp	paired_101bp
KIRC-US_TCGA-B0-5094_tumor-control	paired	1.365	1.9	1.2	101bp	paired_101bp
MMML-DKFZ_4107137_tumor-control	paired	1.36333333333333	2.1	1.2	101bp	paired_101bp
CESC-US_TCGA-C5-A1BN_tumor-control	paired	1.36333333333333	2	0.9912109375	101bp	paired_101bp
MMML-DKFZ_4188900_tumor-control	paired	1.36333333333333	2	1.3	101bp	paired_101bp
NB-DKFZ_B087koeln_22388_tumor-control	paired	1.36333333333333	2	1.2	101bp	paired_101bp
CLLE-ES_23_tumor-control	paired	1.36333333333333	1.9	1.1	101bp	paired_101bp
MB-DKFZ_ICGC_MB111_tumor-control	paired	1.36333333333333	1.9	1	101bp	paired_101bp
BRCA-UK_CGP_donor_1187030_tumor-control	paired	1.36166666666667	2.5	1.4	101bp	paired_101bp
MB-DKFZ_MDT-AP-2510_tumor-control	paired	1.36166666666667	2.1	1.1	101bp	paired_101bp
ATRT-DKFZ_H049-0CWK_tumor-blood	paired	1.36166666666667	2	1.1	101bp	paired_101bp
EOPC-DE_EOPC-025_tumor-control	paired	1.36166666666667	2	1.1	101bp	paired_101bp
CLLE-ES_435_tumor-control	paired	1.36166666666667	1.9	1.2	101bp	paired_101bp
EOPC-DE_EOPC-1010_tumor-control	paired	1.36166666666667	1.8	1	101bp	paired_101bp
HNSC-US_TCGA-CV-7255_tumor-control	paired	1.36	2.1	1.1	101bp	paired_101bp
EOPC-DKFZ_ICGC_PCA041_tumor_02-control	paired	1.36	2	1.1	101bp	paired_101bp
MB-DKFZ_MDT-AP-1398_tumor-control	paired	1.36	1.9	1.1	101bp	paired_101bp
ATRT-DKFZ_XI010_NCH3602_tumor-blood	paired	1.35833333333333	2.5	1.4	151bp_X10	paired_151bp_X10
LIRI-JP_RK225_tumor-control	paired	1.35833333333333	2.2	1.2	101bp	paired_101bp
LIRI-JP_RK234_tumor-control	paired	1.35833333333333	2.1	1.2	101bp	paired_101bp
MB-DKFZ_MDT-AP-2878_tumor-control	paired	1.35833333333333	1.9	1	101bp	paired_101bp
MMML-DKFZ_4163297_tumor-control	paired	1.35833333333333	1.9	1.1	101bp	paired_101bp
HNSC-US_TCGA-CR-7385_tumor-control	paired	1.35666666666667	2.3	1.2	101bp	paired_101bp
NB-DKFZ_B087koeln_13264_tumor-control	paired	1.35666666666667	2.2	1.1	101bp	paired_101bp
MMML-DKFZ_4162611_tumor-control	paired	1.35666666666667	2	1.2	101bp	paired_101bp
OV-US_TCGA-24-1419_tumor-control	paired	1.35666666666667	2	1.2	101bp	paired_101bp
EOPC-DKFZ_ICGC_PCA102_tumor_01-control	paired	1.35666666666667	1.9	1.1	101bp	paired_101bp
MPNST2-DKFZ_XI086_T1797_tumor-control	paired	1.355	2.2	1.3	151bp_X10	paired_151bp_X10
OV-AU_AOCS-161_tumor-control	paired	1.355	2	1.1	101bp	paired_101bp
CLLE-ES_122_tumor-control	paired	1.355	1.9	1.1	101bp	paired_101bp
CLLE-ES_27_tumor-control	paired	1.355	1.9	1.1	101bp	paired_101bp
HNSC-US_TCGA-CR-7404_tumor-control	paired	1.35333333333333	2.2	1.2	101bp	paired_101bp
PDAC-DKFZ_K20K-4KYBY4_patient-derived-culture1-blood1	paired	1.35333333333333	2.1	1.1	151bp_X10	paired_151bp_X10
RECA-EU_C0060_tumor-control	paired	1.35333333333333	2.1	1.1	101bp	paired_101bp
LIRI-JP_RK113_tumor-control	paired	1.35333333333333	2	1.1	101bp	paired_101bp
OV-AU_AOCS-107_tumor-control	paired	1.35333333333333	2	0.9267578125	101bp	paired_101bp
MASTER-DKFZ_H021-KEHA71_tumor-buffy_coat	paired	1.35166666666667	2.4	1.3	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-NRURPH_tumor-buffy_coat	paired	1.35166666666667	2.4	1.4	151bp_X10	paired_151bp_X10
MMML-DKFZ_4110996_tumor-control	paired	1.35166666666667	2.1	1.2	101bp	paired_101bp
MB-DKFZ_SJMB009_tumor-control	paired	1.35166666666667	2	1	101bp	paired_101bp
MMML-DKFZ_4188800_tumor-control	paired	1.35166666666667	2	1.1	101bp	paired_101bp
UCEC-US_TCGA-A5-A0G9_tumor-control	paired	1.35166666666667	2	1.1	101bp	paired_101bp
OV-AU_AOCS-112_tumor-control	paired	1.35166666666667	1.9	1.1	101bp	paired_101bp
PA-DKFZ_ICGC_PA136_tumor-control	paired	1.35166666666667	1.9	1.1	101bp	paired_101bp
NONCOM-DKFZ_XD018-4BYPG1_tumor-control	paired	1.35	2.2	1.3	151bp_X10	paired_151bp_X10
PDAC-DKFZ_K20K-UXA6ZS_patient-derived-culture1-blood1	paired	1.35	2.2	1.2	151bp_X10	paired_151bp_X10
MB-DKFZ_ICGC_MB236_tumor-control	paired	1.35	2	1.1	101bp	paired_101bp
EPN-DKFZ_XI061_7EP4_tumor-blood	paired	1.34833333333333	2.4	1.1	151bp_X10	paired_151bp_X10
LAML-US_TCGA-AB-2990_tumor-control	paired	1.34833333333333	2.3	1.3	101bp	paired_101bp
CLLE-ES_33_tumor-control	paired	1.34833333333333	2	1.1	101bp	paired_101bp
LIRI-JP_RK215_tumor-control	paired	1.34833333333333	2	1.1	101bp	paired_101bp
PRAD-CA_CPCG0373_tumor-control	paired	1.34833333333333	2	1.2	101bp	paired_101bp
COAD-US_TCGA-AA-A01S_tumor-control	paired	1.34833333333333	1.9	1	101bp	paired_101bp
MMML-DKFZ_4165379_tumor-control	paired	1.34833333333333	1.9	1	101bp	paired_101bp
MMML-DKFZ_4107990_tumor-control	paired	1.34666666666667	2.2	1.2	101bp	paired_101bp
CLLE-ES_166_tumor-control	paired	1.34666666666667	2	1.1	101bp	paired_101bp
LIRI-JP_RK289_2_tumor-control	paired	1.345	2.1	1	101bp	paired_101bp
EOPC-DE_EOPC-01_tumor-control	paired	1.345	2	1.2	101bp	paired_101bp
MB-DKFZ_ICGC_MB268_tumor-control	paired	1.345	1.9	1.1	101bp	paired_101bp
HNSC-US_TCGA-CR-7391_tumor-control	paired	1.34333333333333	2.2	1.2	101bp	paired_101bp
MMML-DKFZ_4144366_tumor-control	paired	1.34333333333333	2.1	1.1	101bp	paired_101bp
OV-AU_AOCS-081_tumor-control	paired	1.34333333333333	2.1	1	101bp	paired_101bp
COAD-DKFZ_H032-VPVQ_tumor-control	paired	1.34333333333333	2	1.2	101bp	paired_101bp
CLLE-ES_115_tumor-control	paired	1.34333333333333	1.8	1	101bp	paired_101bp
CLLE-ES_148_tumor-control	paired	1.34166666666667	1.9	1.2	101bp	paired_101bp
MMML-DKFZ_4177175_tumor-control	paired	1.34	2.1	1.1	151bp_X10	paired_151bp_X10
MB-DKFZ_ICGC_MB216_tumor-control	paired	1.34	1.9	1.2	101bp	paired_101bp
MPNST2-DKFZ_XI086_T2302_tumor-control	paired	1.33833333333333	2	1.1	151bp_X10	paired_151bp_X10
CLLE-ES_5_tumor-control	paired	1.33833333333333	1.9	1.1	101bp	paired_101bp
MB-DKFZ_ICGC_MB206_tumor-control	paired	1.33833333333333	1.9	1.1	101bp	paired_101bp
MMML-DKFZ_4190231_tumor-control	paired	1.33666666666667	2.2	1.3	101bp	paired_101bp
EOPC-DE_EOPC-028_1_tumor-control	paired	1.33666666666667	2	1.1	101bp	paired_101bp
PGBM-DKFZ_ICGC_GBM24_tumor-control	paired	1.33666666666667	2	1.2	101bp	paired_101bp
NONCOM-DKFZ_XD018-L5C75Q_tumor-control	paired	1.335	2.1	1	151bp_X10	paired_151bp_X10
PAEN-AU_ITNET-1304_tumor-control	paired	1.335	2.1	1.2	101bp	paired_101bp
PDAC-DKFZ_K20K-57HFXD_patient-derived-culture2-blood1	paired	1.335	2.1	1	151bp_X10	paired_151bp_X10
HNSC-US_TCGA-CR-5249_tumor-control	paired	1.335	2	1.1	101bp	paired_101bp
CLLE-ES_477_tumor-control	paired	1.335	1.9	1.1	101bp	paired_101bp
EOPC-DKFZ_ICGC_PCA113_tumor_01-control	paired	1.335	1.9	1.1	101bp	paired_101bp
MM-US_G170_SJ924007_tumor-control	paired	1.335	1.9	1	151bp_X10	paired_151bp_X10
LUAD-US_TCGA-05-4396_tumor-control	paired	1.33333333333333	2.1	1.2	101bp	paired_101bp
PA-DKFZ_ICGC_PA5_tumor-control	paired	1.33333333333333	2	1	101bp	paired_101bp
EPN-DKFZ_XI061_9EP29_tumor-blood	paired	1.33166666666667	2.6	1.4	151bp_X10	paired_151bp_X10
PDAC-DKFZ_K20K-F2V28K_patient-derived-culture1-blood1	paired	1.33166666666667	2.3	1.1	151bp_X10	paired_151bp_X10
PDAC-DKFZ_K20K-5V6P2J_patient-derived-culture1-blood1	paired	1.33166666666667	2.1	1.1	151bp_X10	paired_151bp_X10
CLLE-ES_519_tumor-control	paired	1.33166666666667	2	1.1	101bp	paired_101bp
MB-DKFZ_ICGC_LFS_MB1_tumor-control	paired	1.33166666666667	2	1	101bp	paired_101bp
OV-AU_AOCS-059_tumor-control	paired	1.33166666666667	2	1.1	101bp	paired_101bp
LGG-US_TCGA-HT-7695_tumor-control	paired	1.33	2.1	1.2	101bp	paired_101bp
EOPC-DE_EOPC-019_tumor-control	paired	1.33	2	1.1	101bp	paired_101bp
NONCOM-DKFZ_XI070_XD018-U82E9F_tumor-control	paired	1.33	2	1	151bp_X10	paired_151bp_X10
OV-AU_AOCS-111_tumor-control	paired	1.33	2	1.1	101bp	paired_101bp
MB-DKFZ_ICGC_MB20_tumor-control	paired	1.33	1.9	0.9951171875	101bp	paired_101bp
MB-DKFZ_ICGC_MB31_tumor-control	paired	1.33	1.9	1.1	101bp	paired_101bp
ATRT-DKFZ_H049-0CWK_tumor-blood	paired	1.32833333333333	2	1.2	101bp	paired_101bp
OV-AU_AOCS-095_tumor-control	paired	1.32833333333333	2	1	101bp	paired_101bp
MB-DKFZ_MDT-AP-1137_tumor-control	paired	1.32833333333333	1.8	1.1	101bp	paired_101bp
MMML-DKFZ_4101316_tumor-control	paired	1.32666666666667	2.1	1	101bp	paired_101bp
MB-DKFZ_MDT-AP-2006_tumor-control	paired	1.32666666666667	1.9	1.1	101bp	paired_101bp
KIRC-US_TCGA-CZ-5987_tumor-control	paired	1.32666666666667	1.8	1.1	101bp	paired_101bp
MMML-DKFZ_4180106_tumor-control	paired	1.325	2.1	1.2	101bp	paired_101bp
NONCOM-DKFZ_XD018-AEM1FH_tumor-control	paired	1.325	2.1	1.1	151bp_X10	paired_151bp_X10
MB-DKFZ_ICGC_MB152_tumor-control	paired	1.325	2	1.3	101bp	paired_101bp
MMML-DKFZ_4193646_tumor-control	paired	1.32333333333333	2.2	1.2	101bp	paired_101bp
NONCOM-DKFZ_XD018-ENGZK9_tumor-control	paired	1.32333333333333	2.1	1.1	151bp_X10	paired_151bp_X10
MB-DKFZ_MDT-AP-2859_tumor-control	paired	1.32333333333333	2	1.2	101bp	paired_101bp
MMML-DKFZ_4190784_tumor-control	paired	1.32333333333333	2	1.2	101bp	paired_101bp
MMML-DKFZ_4170577_tumor-control	paired	1.32166666666667	2.1	1.1	101bp	paired_101bp
MMML-DKFZ_4101626_tumor-control	paired	1.32166666666667	2	1	101bp	paired_101bp
MMML-DKFZ_4148771_tumor-control	paired	1.32166666666667	2	1.1	101bp	paired_101bp
OV-AU_AOCS-115_tumor-control	paired	1.32166666666667	2	1.1	101bp	paired_101bp
CLLE-ES_386_tumor-control	paired	1.32166666666667	1.9	1	101bp	paired_101bp
KIRC-US_TCGA-BP-4781_tumor-control	paired	1.32166666666667	1.9	1.1	101bp	paired_101bp
MMML-DKFZ_4148261_tumor-control	paired	1.32	2.2	1.2	101bp	paired_101bp
MMML-DKFZ_4126473_tumor-control	paired	1.31833333333333	2.1	1.2	151bp_X10	paired_151bp_X10
MMML-DKFZ_4124432_tumor-control	paired	1.31833333333333	2	1	151bp_X10	paired_151bp_X10
MMML-DKFZ_4138629_tumor-control	paired	1.31833333333333	2	0.96484375	151bp_X10	paired_151bp_X10
NONCOM-DKFZ_XD018-8CFN88_tumor-control	paired	1.31833333333333	2	0.8525390625	151bp_X10	paired_151bp_X10
PAEN-AU_ITNET-1265_tumor-control	paired	1.31833333333333	2	1.2	101bp	paired_101bp
CLLE-ES_372_tumor-control	paired	1.31833333333333	1.9	1	101bp	paired_101bp
PA-DKFZ_ICGC_PA83_tumor-control	paired	1.31833333333333	1.9	1.2	101bp	paired_101bp
CLLE-ES_10_tumor-control	paired	1.31833333333333	1.8	1	101bp	paired_101bp
MM-US_G170_PD26427_tumor-control	paired	1.31666666666667	2.4	1.3	151bp_X10	paired_151bp_X10
MB-DKFZ_MDT-AP-2963_tumor-control	paired	1.31666666666667	2	1.1	101bp	paired_101bp
CLLE-ES_188_tumor-control	paired	1.31666666666667	1.9	1.1	101bp	paired_101bp
PDAC-DKFZ_K20K-WYLKPU_tumor1-blood1	paired	1.315	2.4	1.2	151bp_X10	paired_151bp_X10
PDAC-DKFZ_K20K-XHZXNH_tumor1-control1	paired	1.315	2.2	1.3	151bp_X10	paired_151bp_X10
MB-DKFZ_ICGC_MB1_tumor-control	paired	1.315	2.1	1.2	101bp	paired_101bp
MB-DKFZ_ICGC_MB61_tumor-control	paired	1.315	2.1	1.1	101bp	paired_101bp
MMML-DKFZ_4189200_tumor-control	paired	1.315	2	1.1	101bp	paired_101bp
PACA-AU_ICGC_0312_tumor-control	paired	1.315	1.9	1.1	101bp	paired_101bp
MASTER-DKFZ_H021-526FUD_tumor02-buffy_coat02	paired	1.31333333333333	2.6	1.4	151bp_X10	paired_151bp_X10
PA-DKFZ_ICGC_PA71_tumor-control	paired	1.31333333333333	2.1	1.2	101bp	paired_101bp
